Team_Key,Team_Name,Points,Week,Year,Opponent_Team_Key,Opponent_Team_Name,Opponent_Points
380.l.67583.t.8,b'Doc Y',136.88,4,2018,380.l.67583.t.7,b'Hep C-ity All Stars',68.42
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',100.62,5,2018,380.l.67583.t.7,b'Hep C-ity All Stars',99.04
380.l.67583.t.7,b'Hep C-ity All Stars',99.04,5,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',100.62
380.l.67583.t.2,b'#TheRealLandlord',101.9,5,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",143.5
380.l.67583.t.5,"b""Champ's Chosen Ones""",143.5,5,2018,380.l.67583.t.2,b'#TheRealLandlord',101.9
380.l.67583.t.3,b'Herndonkey',114.94,5,2018,380.l.67583.t.8,b'Doc Y',93.74
380.l.67583.t.8,b'Doc Y',93.74,5,2018,380.l.67583.t.3,b'Herndonkey',114.94
380.l.67583.t.4,b'Fat Gagger',129.8,5,2018,380.l.67583.t.6,b'Sharknadoes',138.18
380.l.67583.t.6,b'Sharknadoes',138.18,5,2018,380.l.67583.t.4,b'Fat Gagger',129.8
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',92.96,5,2018,380.l.67583.t.10,b'Year of Mitch',146.4
380.l.67583.t.10,b'Year of Mitch',146.4,5,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',92.96
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',137.22,6,2018,380.l.67583.t.3,b'Herndonkey',127.2
380.l.67583.t.3,b'Herndonkey',127.2,6,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',137.22
380.l.67583.t.2,b'#TheRealLandlord',110.36,6,2018,380.l.67583.t.6,b'Sharknadoes',111.88
380.l.67583.t.6,b'Sharknadoes',111.88,6,2018,380.l.67583.t.2,b'#TheRealLandlord',110.36
380.l.67583.t.4,b'Fat Gagger',99.28,6,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",172.8
380.l.67583.t.5,"b""Champ's Chosen Ones""",172.8,6,2018,380.l.67583.t.4,b'Fat Gagger',99.28
380.l.67583.t.7,b'Hep C-ity All Stars',141.3,6,2018,380.l.67583.t.10,b'Year of Mitch',161.5
380.l.67583.t.10,b'Year of Mitch',161.5,6,2018,380.l.67583.t.7,b'Hep C-ity All Stars',141.3
380.l.67583.t.8,b'Doc Y',108.08,6,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',78.76
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',78.76,6,2018,380.l.67583.t.8,b'Doc Y',108.08
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',158.86,7,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",148.46
380.l.67583.t.5,"b""Champ's Chosen Ones""",148.46,7,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',158.86
380.l.67583.t.2,b'#TheRealLandlord',112.68,7,2018,380.l.67583.t.4,b'Fat Gagger',126.84
380.l.67583.t.4,b'Fat Gagger',126.84,7,2018,380.l.67583.t.2,b'#TheRealLandlord',112.68
380.l.67583.t.3,b'Herndonkey',102.78,7,2018,380.l.67583.t.7,b'Hep C-ity All Stars',142.08
380.l.67583.t.7,b'Hep C-ity All Stars',142.08,7,2018,380.l.67583.t.3,b'Herndonkey',102.78
380.l.67583.t.6,b'Sharknadoes',101.42,7,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',70.92
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',70.92,7,2018,380.l.67583.t.6,b'Sharknadoes',101.42
380.l.67583.t.8,b'Doc Y',122.3,7,2018,380.l.67583.t.10,b'Year of Mitch',97.46
380.l.67583.t.10,b'Year of Mitch',97.46,7,2018,380.l.67583.t.8,b'Doc Y',122.3
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',95.56,8,2018,380.l.67583.t.8,b'Doc Y',137.62
380.l.67583.t.8,b'Doc Y',137.62,8,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',95.56
380.l.67583.t.2,b'#TheRealLandlord',94.1,8,2018,380.l.67583.t.3,b'Herndonkey',116.36
380.l.67583.t.3,b'Herndonkey',116.36,8,2018,380.l.67583.t.2,b'#TheRealLandlord',94.1
380.l.67583.t.4,b'Fat Gagger',123.26,8,2018,380.l.67583.t.6,b'Sharknadoes',120.12
380.l.67583.t.6,b'Sharknadoes',120.12,8,2018,380.l.67583.t.4,b'Fat Gagger',123.26
380.l.67583.t.5,"b""Champ's Chosen Ones""",160.06,8,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',139.8
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',139.8,8,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",160.06
380.l.67583.t.7,b'Hep C-ity All Stars',101.64,8,2018,380.l.67583.t.10,b'Year of Mitch',112.4
380.l.67583.t.10,b'Year of Mitch',112.4,8,2018,380.l.67583.t.7,b'Hep C-ity All Stars',101.64
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',72.76,9,2018,380.l.67583.t.6,b'Sharknadoes',115.2
380.l.67583.t.6,b'Sharknadoes',115.2,9,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',72.76
380.l.67583.t.2,b'#TheRealLandlord',156.04,9,2018,380.l.67583.t.8,b'Doc Y',90.3
380.l.67583.t.8,b'Doc Y',90.3,9,2018,380.l.67583.t.2,b'#TheRealLandlord',156.04
380.l.67583.t.3,b'Herndonkey',125.96,9,2018,380.l.67583.t.10,b'Year of Mitch',171.3
380.l.67583.t.10,b'Year of Mitch',171.3,9,2018,380.l.67583.t.3,b'Herndonkey',125.96
380.l.67583.t.4,b'Fat Gagger',109.62,9,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',100.22
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',100.22,9,2018,380.l.67583.t.4,b'Fat Gagger',109.62
380.l.67583.t.5,"b""Champ's Chosen Ones""",87.28,9,2018,380.l.67583.t.7,b'Hep C-ity All Stars',112.06
380.l.67583.t.7,b'Hep C-ity All Stars',112.06,9,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",87.28
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',142.34,10,2018,380.l.67583.t.4,b'Fat Gagger',119.2
380.l.67583.t.4,b'Fat Gagger',119.2,10,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',142.34
380.l.67583.t.2,b'#TheRealLandlord',91.1,10,2018,380.l.67583.t.7,b'Hep C-ity All Stars',90.56
380.l.67583.t.7,b'Hep C-ity All Stars',90.56,10,2018,380.l.67583.t.2,b'#TheRealLandlord',91.1
380.l.67583.t.3,b'Herndonkey',126.36,10,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",86.82
380.l.67583.t.5,"b""Champ's Chosen Ones""",86.82,10,2018,380.l.67583.t.3,b'Herndonkey',126.36
380.l.67583.t.6,b'Sharknadoes',143.66,10,2018,380.l.67583.t.10,b'Year of Mitch',138.3
380.l.67583.t.10,b'Year of Mitch',138.3,10,2018,380.l.67583.t.6,b'Sharknadoes',143.66
380.l.67583.t.8,b'Doc Y',132.5,10,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',144.52
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',144.52,10,2018,380.l.67583.t.8,b'Doc Y',132.5
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',125.38,11,2018,380.l.67583.t.10,b'Year of Mitch',130.04
380.l.67583.t.10,b'Year of Mitch',130.04,11,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',125.38
380.l.67583.t.2,b'#TheRealLandlord',113.92,11,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",147.38
380.l.67583.t.5,"b""Champ's Chosen Ones""",147.38,11,2018,380.l.67583.t.2,b'#TheRealLandlord',113.92
380.l.67583.t.3,b'Herndonkey',119.1,11,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',124.84
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',124.84,11,2018,380.l.67583.t.3,b'Herndonkey',119.1
380.l.67583.t.4,b'Fat Gagger',98.58,11,2018,380.l.67583.t.8,b'Doc Y',86.44
380.l.67583.t.8,b'Doc Y',86.44,11,2018,380.l.67583.t.4,b'Fat Gagger',98.58
380.l.67583.t.6,b'Sharknadoes',149.72,11,2018,380.l.67583.t.7,b'Hep C-ity All Stars',70.58
380.l.67583.t.7,b'Hep C-ity All Stars',70.58,11,2018,380.l.67583.t.6,b'Sharknadoes',149.72
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',110.18,12,2018,380.l.67583.t.3,b'Herndonkey',127.88
380.l.67583.t.3,b'Herndonkey',127.88,12,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',110.18
380.l.67583.t.2,b'#TheRealLandlord',94.94,12,2018,380.l.67583.t.4,b'Fat Gagger',97.82
380.l.67583.t.4,b'Fat Gagger',97.82,12,2018,380.l.67583.t.2,b'#TheRealLandlord',94.94
380.l.67583.t.5,"b""Champ's Chosen Ones""",125.94,12,2018,380.l.67583.t.10,b'Year of Mitch',130.98
380.l.67583.t.10,b'Year of Mitch',130.98,12,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",125.94
380.l.67583.t.6,b'Sharknadoes',115.62,12,2018,380.l.67583.t.8,b'Doc Y',106.24
380.l.67583.t.8,b'Doc Y',106.24,12,2018,380.l.67583.t.6,b'Sharknadoes',115.62
380.l.67583.t.7,b'Hep C-ity All Stars',127.92,12,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',174.26
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',174.26,12,2018,380.l.67583.t.7,b'Hep C-ity All Stars',127.92
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',90.7,13,2018,380.l.67583.t.2,b'#TheRealLandlord',54.68
380.l.67583.t.2,b'#TheRealLandlord',54.68,13,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',90.7
380.l.67583.t.3,b'Herndonkey',100.46,13,2018,380.l.67583.t.8,b'Doc Y',100
380.l.67583.t.8,b'Doc Y',100,13,2018,380.l.67583.t.3,b'Herndonkey',100.46
380.l.67583.t.4,b'Fat Gagger',101.52,13,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",152.3
380.l.67583.t.5,"b""Champ's Chosen Ones""",152.3,13,2018,380.l.67583.t.4,b'Fat Gagger',101.52
380.l.67583.t.6,b'Sharknadoes',123.3,13,2018,380.l.67583.t.7,b'Hep C-ity All Stars',117.42
380.l.67583.t.7,b'Hep C-ity All Stars',117.42,13,2018,380.l.67583.t.6,b'Sharknadoes',123.3
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',122.16,13,2018,380.l.67583.t.10,b'Year of Mitch',100.34
380.l.67583.t.10,b'Year of Mitch',100.34,13,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',122.16
380.l.67583.t.3,b'Herndonkey',109.72,14,2018,380.l.67583.t.4,b'Fat Gagger',92.68
380.l.67583.t.4,b'Fat Gagger',92.68,14,2018,380.l.67583.t.3,b'Herndonkey',109.72
380.l.67583.t.8,b'Doc Y',73.78,14,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',115.4
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',115.4,14,2018,380.l.67583.t.8,b'Doc Y',73.78
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',76.3,15,2018,380.l.67583.t.2,b'#TheRealLandlord',117.26
380.l.67583.t.2,b'#TheRealLandlord',117.26,15,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',76.3
380.l.67583.t.3,b'Herndonkey',156.36,15,2018,380.l.67583.t.6,b'Sharknadoes',112.82
380.l.67583.t.6,b'Sharknadoes',112.82,15,2018,380.l.67583.t.3,b'Herndonkey',156.36
380.l.67583.t.4,b'Fat Gagger',76.98,15,2018,380.l.67583.t.8,b'Doc Y',79.98
380.l.67583.t.8,b'Doc Y',79.98,15,2018,380.l.67583.t.4,b'Fat Gagger',76.98
380.l.67583.t.5,"b""Champ's Chosen Ones""",85.54,15,2018,380.l.67583.t.7,b'Hep C-ity All Stars',101.16
380.l.67583.t.7,b'Hep C-ity All Stars',101.16,15,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",85.54
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',94.82,15,2018,380.l.67583.t.10,b'Year of Mitch',87.94
380.l.67583.t.10,b'Year of Mitch',87.94,15,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',94.82
380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',95.94,16,2018,380.l.67583.t.5,"b""Champ's Chosen Ones""",132.78
380.l.67583.t.5,"b""Champ's Chosen Ones""",132.78,16,2018,380.l.67583.t.1,b'\xf0\x9f\x8c\x8aChadanno\xf0\x9f\x8f\x84',95.94
380.l.67583.t.2,b'#TheRealLandlord',132,16,2018,380.l.67583.t.7,b'Hep C-ity All Stars',105.68
380.l.67583.t.7,b'Hep C-ity All Stars',105.68,16,2018,380.l.67583.t.2,b'#TheRealLandlord',132
380.l.67583.t.3,b'Herndonkey',139.94,16,2018,380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',79.84
380.l.67583.t.9,b'\xf0\x9f\x92\x84 Pull out ur Chubb\xf0\x9f\x92\x84',79.84,16,2018,380.l.67583.t.3,b'Herndonkey',139.94
380.l.67583.t.6,b'Sharknadoes',110.12,16,2018,380.l.67583.t.10,b'Year of Mitch',116.06
380.l.67583.t.10,b'Year of Mitch',116.06,16,2018,380.l.67583.t.6,b'Sharknadoes',110.12
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',152,1,2019,390.l.43068.t.5,b'BROTHER SHAMUS',127.02
390.l.43068.t.5,b'BROTHER SHAMUS',127.02,1,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',152
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",132.04,1,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",90.84
390.l.43068.t.3,"b""Champ's Chosen Ones""",90.84,1,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",132.04
390.l.43068.t.4,b'Doc Y',135.02,1,2019,390.l.43068.t.6,b'Hep C-ity Rejects',110.52
390.l.43068.t.6,b'Hep C-ity Rejects',110.52,1,2019,390.l.43068.t.4,b'Doc Y',135.02
390.l.43068.t.7,b'Herndiggler',113.52,1,2019,390.l.43068.t.8,b'Sharknadoes',89.86
390.l.43068.t.8,b'Sharknadoes',89.86,1,2019,390.l.43068.t.7,b'Herndiggler',113.52
390.l.43068.t.9,b'Uno',96.26,1,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',117.88
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',117.88,1,2019,390.l.43068.t.9,b'Uno',96.26
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.2,2,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",122.4
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",122.4,2,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.2
390.l.43068.t.3,"b""Champ's Chosen Ones""",118.52,2,2019,390.l.43068.t.7,b'Herndiggler',105.76
390.l.43068.t.7,b'Herndiggler',105.76,2,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",118.52
390.l.43068.t.4,b'Doc Y',91.14,2,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.36
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.36,2,2019,390.l.43068.t.4,b'Doc Y',91.14
390.l.43068.t.5,b'BROTHER SHAMUS',172.92,2,2019,390.l.43068.t.8,b'Sharknadoes',114.76
390.l.43068.t.8,b'Sharknadoes',114.76,2,2019,390.l.43068.t.5,b'BROTHER SHAMUS',172.92
390.l.43068.t.6,b'Hep C-ity Rejects',111.76,2,2019,390.l.43068.t.9,b'Uno',95.28
390.l.43068.t.9,b'Uno',95.28,2,2019,390.l.43068.t.6,b'Hep C-ity Rejects',111.76
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',138.62,3,2019,390.l.43068.t.9,b'Uno',108.98
390.l.43068.t.9,b'Uno',108.98,3,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',138.62
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",123.46,3,2019,390.l.43068.t.4,b'Doc Y',103.96
390.l.43068.t.4,b'Doc Y',103.96,3,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",123.46
390.l.43068.t.3,"b""Champ's Chosen Ones""",105.22,3,2019,390.l.43068.t.5,b'BROTHER SHAMUS',103.16
390.l.43068.t.5,b'BROTHER SHAMUS',103.16,3,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",105.22
390.l.43068.t.6,b'Hep C-ity Rejects',116.24,3,2019,390.l.43068.t.8,b'Sharknadoes',151.14
390.l.43068.t.8,b'Sharknadoes',151.14,3,2019,390.l.43068.t.6,b'Hep C-ity Rejects',116.24
390.l.43068.t.7,b'Herndiggler',126,3,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',135.44
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',135.44,3,2019,390.l.43068.t.7,b'Herndiggler',126
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',105.62,4,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",102.08
390.l.43068.t.3,"b""Champ's Chosen Ones""",102.08,4,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',105.62
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",108.6,4,2019,390.l.43068.t.9,b'Uno',110.78
390.l.43068.t.9,b'Uno',110.78,4,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",108.6
390.l.43068.t.4,b'Doc Y',103.9,4,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',81.7
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',81.7,4,2019,390.l.43068.t.4,b'Doc Y',103.9
390.l.43068.t.5,b'BROTHER SHAMUS',157.8,4,2019,390.l.43068.t.6,b'Hep C-ity Rejects',80
390.l.43068.t.6,b'Hep C-ity Rejects',80,4,2019,390.l.43068.t.5,b'BROTHER SHAMUS',157.8
390.l.43068.t.7,b'Herndiggler',134.48,4,2019,390.l.43068.t.8,b'Sharknadoes',90.02
390.l.43068.t.8,b'Sharknadoes',90.02,4,2019,390.l.43068.t.7,b'Herndiggler',134.48
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',110.28,5,2019,390.l.43068.t.4,b'Doc Y',113.86
390.l.43068.t.4,b'Doc Y',113.86,5,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',110.28
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",129.44,5,2019,390.l.43068.t.7,b'Herndiggler',154.14
390.l.43068.t.7,b'Herndiggler',154.14,5,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",129.44
390.l.43068.t.3,"b""Champ's Chosen Ones""",96.24,5,2019,390.l.43068.t.5,b'BROTHER SHAMUS',110.54
390.l.43068.t.5,b'BROTHER SHAMUS',110.54,5,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",96.24
390.l.43068.t.6,b'Hep C-ity Rejects',163.34,5,2019,390.l.43068.t.9,b'Uno',127.84
390.l.43068.t.9,b'Uno',127.84,5,2019,390.l.43068.t.6,b'Hep C-ity Rejects',163.34
390.l.43068.t.8,b'Sharknadoes',76.66,5,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',191.12
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',191.12,5,2019,390.l.43068.t.8,b'Sharknadoes',76.66
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.42,6,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',119.16
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',119.16,6,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.42
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",98.84,6,2019,390.l.43068.t.6,b'Hep C-ity Rejects',93.6
390.l.43068.t.6,b'Hep C-ity Rejects',93.6,6,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",98.84
390.l.43068.t.3,"b""Champ's Chosen Ones""",72.72,6,2019,390.l.43068.t.9,b'Uno',118.44
390.l.43068.t.9,b'Uno',118.44,6,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",72.72
390.l.43068.t.4,b'Doc Y',128.04,6,2019,390.l.43068.t.8,b'Sharknadoes',109.22
390.l.43068.t.8,b'Sharknadoes',109.22,6,2019,390.l.43068.t.4,b'Doc Y',128.04
390.l.43068.t.5,b'BROTHER SHAMUS',170.42,6,2019,390.l.43068.t.7,b'Herndiggler',109.2
390.l.43068.t.7,b'Herndiggler',109.2,6,2019,390.l.43068.t.5,b'BROTHER SHAMUS',170.42
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',125.88,7,2019,390.l.43068.t.6,b'Hep C-ity Rejects',104.32
390.l.43068.t.6,b'Hep C-ity Rejects',104.32,7,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',125.88
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",67.26,7,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',101.36
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',101.36,7,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",67.26
390.l.43068.t.3,"b""Champ's Chosen Ones""",140.44,7,2019,390.l.43068.t.8,b'Sharknadoes',89.26
390.l.43068.t.8,b'Sharknadoes',89.26,7,2019,390.l.43068.t.3,"b""Champ's Chosen Ones""",140.44
390.l.43068.t.4,b'Doc Y',51.64,7,2019,390.l.43068.t.7,b'Herndiggler',93.06
390.l.43068.t.7,b'Herndiggler',93.06,7,2019,390.l.43068.t.4,b'Doc Y',51.64
390.l.43068.t.5,b'BROTHER SHAMUS',130.54,7,2019,390.l.43068.t.9,b'Uno',94.62
390.l.43068.t.9,b'Uno',94.62,7,2019,390.l.43068.t.5,b'BROTHER SHAMUS',130.54
390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.56,8,2019,390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',164.76
390.l.43068.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',164.76,8,2019,390.l.43068.t.1,b'\xf0\x9f\x8c\x8aChe Danno\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.56
390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",124.3,8,2019,390.l.43068.t.7,b'Herndiggler',101.8
390.l.43068.t.7,b'Herndiggler',101.8,8,2019,390.l.43068.t.2,"b""2 Cooper's 1 Kupp""",124.3
