Team_Key,Team_Name,Division,Points,Week,Year,Opponent_Team_Key,Opponent_Team_Name,Opponent_Division,Opponent_Points
414.l.74941.t.1,Barry McCokiner,No Division,88.48,12,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,127.6
414.l.74941.t.3,When In Doubt Pull Out,No Division,127.6,12,2022,414.l.74941.t.1,Barry McCokiner,No Division,88.48
414.l.74941.t.2,Champ's Chosen Ones,No Division,89.08,12,2022,414.l.74941.t.7,Red Rocket,No Division,99.46
414.l.74941.t.7,Red Rocket,No Division,99.46,12,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,89.08
414.l.74941.t.4,Sports Gloss,No Division,71.3,12,2022,414.l.74941.t.6,Sharknadoes,No Division,134.08
414.l.74941.t.6,Sharknadoes,No Division,134.08,12,2022,414.l.74941.t.4,Sports Gloss,No Division,71.3
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,97.2,12,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,97.04
414.l.74941.t.8,Diggs in a Blanket,No Division,97.04,12,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,97.2
414.l.74941.t.9,Bone Zone,No Division,111.76,12,2022,414.l.74941.t.12,Luke Menoots,No Division,93.7
414.l.74941.t.12,Luke Menoots,No Division,93.7,12,2022,414.l.74941.t.9,Bone Zone,No Division,111.76
414.l.74941.t.1,Barry McCokiner,No Division,127.84,13,2022,414.l.74941.t.6,Sharknadoes,No Division,91.94
414.l.74941.t.6,Sharknadoes,No Division,91.94,13,2022,414.l.74941.t.1,Barry McCokiner,No Division,127.84
414.l.74941.t.2,Champ's Chosen Ones,No Division,120.66,13,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,120.66
414.l.74941.t.3,When In Doubt Pull Out,No Division,120.66,13,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,120.66
414.l.74941.t.4,Sports Gloss,No Division,80.2,13,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,92.46
414.l.74941.t.8,Diggs in a Blanket,No Division,92.46,13,2022,414.l.74941.t.4,Sports Gloss,No Division,80.2
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,110.44,13,2022,414.l.74941.t.12,Luke Menoots,No Division,72.32
414.l.74941.t.12,Luke Menoots,No Division,72.32,13,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,110.44
414.l.74941.t.7,Red Rocket,No Division,138.86,13,2022,414.l.74941.t.9,Bone Zone,No Division,92.7
414.l.74941.t.9,Bone Zone,No Division,92.7,13,2022,414.l.74941.t.7,Red Rocket,No Division,138.86
414.l.74941.t.1,Barry McCokiner,No Division,91.9,14,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,61.34
414.l.74941.t.8,Diggs in a Blanket,No Division,61.34,14,2022,414.l.74941.t.1,Barry McCokiner,No Division,91.9
414.l.74941.t.2,Champ's Chosen Ones,No Division,101.24,14,2022,414.l.74941.t.4,Sports Gloss,No Division,96.64
414.l.74941.t.4,Sports Gloss,No Division,96.64,14,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,101.24
414.l.74941.t.3,When In Doubt Pull Out,No Division,122.08,14,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,141.38
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,141.38,14,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,122.08
414.l.74941.t.6,Sharknadoes,No Division,88.28,14,2022,414.l.74941.t.9,Bone Zone,No Division,59.12
414.l.74941.t.9,Bone Zone,No Division,59.12,14,2022,414.l.74941.t.6,Sharknadoes,No Division,88.28
414.l.74941.t.7,Red Rocket,No Division,96.62,14,2022,414.l.74941.t.12,Luke Menoots,No Division,129.02
414.l.74941.t.12,Luke Menoots,No Division,129.02,14,2022,414.l.74941.t.7,Red Rocket,No Division,96.62
414.l.74941.t.2,Champ's Chosen Ones,No Division,131.0,15,2022,414.l.74941.t.7,Red Rocket,No Division,104.7
414.l.74941.t.7,Red Rocket,No Division,104.7,15,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,131.0
414.l.74941.t.3,When In Doubt Pull Out,No Division,108.8,15,2022,414.l.74941.t.9,Bone Zone,No Division,111.58
414.l.74941.t.9,Bone Zone,No Division,111.58,15,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,108.8
414.l.74941.t.1,Barry McCokiner,No Division,77.88,16,2022,414.l.74941.t.12,Luke Menoots,No Division,126.94
414.l.74941.t.12,Luke Menoots,No Division,126.94,16,2022,414.l.74941.t.1,Barry McCokiner,No Division,77.88
414.l.74941.t.2,Champ's Chosen Ones,No Division,120.7,16,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,123.88
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,123.88,16,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,120.7
414.l.74941.t.3,When In Doubt Pull Out,No Division,106.58,16,2022,414.l.74941.t.7,Red Rocket,No Division,106.36
414.l.74941.t.7,Red Rocket,No Division,106.36,16,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,106.58
414.l.74941.t.4,Sports Gloss,No Division,56.6,16,2022,414.l.74941.t.6,Sharknadoes,No Division,86.32
414.l.74941.t.6,Sharknadoes,No Division,86.32,16,2022,414.l.74941.t.4,Sports Gloss,No Division,56.6
414.l.74941.t.8,Diggs in a Blanket,No Division,66.14,16,2022,414.l.74941.t.9,Bone Zone,No Division,127.1
414.l.74941.t.9,Bone Zone,No Division,127.1,16,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,66.14
414.l.74941.t.1,Barry McCokiner,No Division,118.88,17,2022,414.l.74941.t.4,Sports Gloss,No Division,58.96
414.l.74941.t.4,Sports Gloss,No Division,58.96,17,2022,414.l.74941.t.1,Barry McCokiner,No Division,118.88
414.l.74941.t.2,Champ's Chosen Ones,No Division,64.4,17,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,102.98
414.l.74941.t.8,Diggs in a Blanket,No Division,102.98,17,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,64.4
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,90.36,17,2022,414.l.74941.t.9,Bone Zone,No Division,84.46
414.l.74941.t.9,Bone Zone,No Division,84.46,17,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,90.36
414.l.74941.t.6,Sharknadoes,No Division,69.34,17,2022,414.l.74941.t.12,Luke Menoots,No Division,49.04
414.l.74941.t.12,Luke Menoots,No Division,49.04,17,2022,414.l.74941.t.6,Sharknadoes,No Division,69.34
423.l.219013.t.1,P01135809,No Division,107.46,1,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,123.94
423.l.219013.t.5,Champs Chosen Ones,No Division,123.94,1,2023,423.l.219013.t.1,P01135809,No Division,107.46
423.l.219013.t.2,PAC 4 Playboys,No Division,95.9,1,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,90.48
423.l.219013.t.6,Diggs in a Blanket,No Division,90.48,1,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,95.9
423.l.219013.t.3,Rocket Man,No Division,71.16,1,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,76.94
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,76.94,1,2023,423.l.219013.t.3,Rocket Man,No Division,71.16
423.l.219013.t.7,Sharknadoes,No Division,117.92,1,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,96.84
423.l.219013.t.10,Zynfinity  Beyond,No Division,96.84,1,2023,423.l.219013.t.7,Sharknadoes,No Division,117.92
423.l.219013.t.8,BoneZone,No Division,67.0,1,2023,423.l.219013.t.9,Luke Menoots,No Division,99.4
423.l.219013.t.9,Luke Menoots,No Division,99.4,1,2023,423.l.219013.t.8,BoneZone,No Division,67.0
423.l.219013.t.1,P01135809,No Division,110.68,2,2023,423.l.219013.t.7,Sharknadoes,No Division,159.0
423.l.219013.t.7,Sharknadoes,No Division,159.0,2,2023,423.l.219013.t.1,P01135809,No Division,110.68
423.l.219013.t.2,PAC 4 Playboys,No Division,86.46,2,2023,423.l.219013.t.8,BoneZone,No Division,116.8
423.l.219013.t.8,BoneZone,No Division,116.8,2,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,86.46
423.l.219013.t.3,Rocket Man,No Division,90.62,2,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,74.44
423.l.219013.t.5,Champs Chosen Ones,No Division,74.44,2,2023,423.l.219013.t.3,Rocket Man,No Division,90.62
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,85.12,2,2023,423.l.219013.t.9,Luke Menoots,No Division,120.2
423.l.219013.t.9,Luke Menoots,No Division,120.2,2,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,85.12
423.l.219013.t.6,Diggs in a Blanket,No Division,112.1,2,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,110.36
423.l.219013.t.10,Zynfinity  Beyond,No Division,110.36,2,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,112.1
423.l.219013.t.1,P01135809,No Division,146.98,3,2023,423.l.219013.t.8,BoneZone,No Division,97.4
423.l.219013.t.8,BoneZone,No Division,97.4,3,2023,423.l.219013.t.1,P01135809,No Division,146.98
423.l.219013.t.2,PAC 4 Playboys,No Division,104.02,3,2023,423.l.219013.t.9,Luke Menoots,No Division,112.52
423.l.219013.t.9,Luke Menoots,No Division,112.52,3,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,104.02
423.l.219013.t.3,Rocket Man,No Division,94.48,3,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,82.54
423.l.219013.t.10,Zynfinity  Beyond,No Division,82.54,3,2023,423.l.219013.t.3,Rocket Man,No Division,94.48
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,112.94,3,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,138.86
423.l.219013.t.6,Diggs in a Blanket,No Division,138.86,3,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,112.94
423.l.219013.t.5,Champs Chosen Ones,No Division,133.06,3,2023,423.l.219013.t.7,Sharknadoes,No Division,132.14
423.l.219013.t.7,Sharknadoes,No Division,132.14,3,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,133.06
423.l.219013.t.1,P01135809,No Division,78.54,4,2023,423.l.219013.t.9,Luke Menoots,No Division,130.8
423.l.219013.t.9,Luke Menoots,No Division,130.8,4,2023,423.l.219013.t.1,P01135809,No Division,78.54
423.l.219013.t.2,PAC 4 Playboys,No Division,100.84,4,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,94.7
423.l.219013.t.5,Champs Chosen Ones,No Division,94.7,4,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,100.84
423.l.219013.t.3,Rocket Man,No Division,80.48,4,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,128.5
423.l.219013.t.6,Diggs in a Blanket,No Division,128.5,4,2023,423.l.219013.t.3,Rocket Man,No Division,80.48
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,95.82,4,2023,423.l.219013.t.7,Sharknadoes,No Division,119.46
423.l.219013.t.7,Sharknadoes,No Division,119.46,4,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,95.82
423.l.219013.t.8,BoneZone,No Division,99.5,4,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,80.94
423.l.219013.t.10,Zynfinity  Beyond,No Division,80.94,4,2023,423.l.219013.t.8,BoneZone,No Division,99.5
423.l.219013.t.1,P01135809,No Division,66.62,5,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,115.54
423.l.219013.t.2,PAC 4 Playboys,No Division,115.54,5,2023,423.l.219013.t.1,P01135809,No Division,66.62
423.l.219013.t.3,Rocket Man,No Division,122.66,5,2023,423.l.219013.t.8,BoneZone,No Division,96.76
423.l.219013.t.8,BoneZone,No Division,96.76,5,2023,423.l.219013.t.3,Rocket Man,No Division,122.66
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,126.22,5,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,131.6
423.l.219013.t.5,Champs Chosen Ones,No Division,131.6,5,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,126.22
423.l.219013.t.6,Diggs in a Blanket,No Division,145.44,5,2023,423.l.219013.t.7,Sharknadoes,No Division,86.98
423.l.219013.t.7,Sharknadoes,No Division,86.98,5,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,145.44
423.l.219013.t.9,Luke Menoots,No Division,87.9,5,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,95.24
423.l.219013.t.10,Zynfinity  Beyond,No Division,95.24,5,2023,423.l.219013.t.9,Luke Menoots,No Division,87.9
423.l.219013.t.1,P01135809,No Division,70.22,6,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,79.0
423.l.219013.t.10,Zynfinity  Beyond,No Division,79.0,6,2023,423.l.219013.t.1,P01135809,No Division,70.22
423.l.219013.t.2,PAC 4 Playboys,No Division,82.8,6,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,123.58
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,123.58,6,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,82.8
423.l.219013.t.3,Rocket Man,No Division,104.1,6,2023,423.l.219013.t.7,Sharknadoes,No Division,116.22
423.l.219013.t.7,Sharknadoes,No Division,116.22,6,2023,423.l.219013.t.3,Rocket Man,No Division,104.1
423.l.219013.t.5,Champs Chosen Ones,No Division,119.64,6,2023,423.l.219013.t.9,Luke Menoots,No Division,89.18
423.l.219013.t.9,Luke Menoots,No Division,89.18,6,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,119.64
423.l.219013.t.6,Diggs in a Blanket,No Division,106.32,6,2023,423.l.219013.t.8,BoneZone,No Division,84.84
423.l.219013.t.8,BoneZone,No Division,84.84,6,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,106.32
423.l.219013.t.1,P01135809,No Division,92.26,7,2023,423.l.219013.t.3,Rocket Man,No Division,83.02
423.l.219013.t.3,Rocket Man,No Division,83.02,7,2023,423.l.219013.t.1,P01135809,No Division,92.26
423.l.219013.t.2,PAC 4 Playboys,No Division,95.66,7,2023,423.l.219013.t.7,Sharknadoes,No Division,99.94
423.l.219013.t.7,Sharknadoes,No Division,99.94,7,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,95.66
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,74.98,7,2023,423.l.219013.t.8,BoneZone,No Division,103.54
423.l.219013.t.8,BoneZone,No Division,103.54,7,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,74.98
423.l.219013.t.5,Champs Chosen Ones,No Division,123.96,7,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,100.58
423.l.219013.t.10,Zynfinity  Beyond,No Division,100.58,7,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,123.96
423.l.219013.t.6,Diggs in a Blanket,No Division,112.56,7,2023,423.l.219013.t.9,Luke Menoots,No Division,123.52
423.l.219013.t.9,Luke Menoots,No Division,123.52,7,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,112.56
423.l.219013.t.1,P01135809,No Division,116.8,8,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,113.98
423.l.219013.t.5,Champs Chosen Ones,No Division,113.98,8,2023,423.l.219013.t.1,P01135809,No Division,116.8
423.l.219013.t.2,PAC 4 Playboys,No Division,118.58,8,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,108.84
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,108.84,8,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,118.58
423.l.219013.t.3,Rocket Man,No Division,112.1,8,2023,423.l.219013.t.9,Luke Menoots,No Division,91.2
423.l.219013.t.9,Luke Menoots,No Division,91.2,8,2023,423.l.219013.t.3,Rocket Man,No Division,112.1
423.l.219013.t.6,Diggs in a Blanket,No Division,99.52,8,2023,423.l.219013.t.8,BoneZone,No Division,104.6
423.l.219013.t.8,BoneZone,No Division,104.6,8,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,99.52
423.l.219013.t.7,Sharknadoes,No Division,115.88,8,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,99.92
423.l.219013.t.10,Zynfinity  Beyond,No Division,99.92,8,2023,423.l.219013.t.7,Sharknadoes,No Division,115.88
423.l.219013.t.1,P01135809,No Division,104.68,9,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,117.0
423.l.219013.t.6,Diggs in a Blanket,No Division,117.0,9,2023,423.l.219013.t.1,P01135809,No Division,104.68
423.l.219013.t.2,PAC 4 Playboys,No Division,89.36,9,2023,423.l.219013.t.3,Rocket Man,No Division,76.28
423.l.219013.t.3,Rocket Man,No Division,76.28,9,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,89.36
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,94.78,9,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,74.48
423.l.219013.t.10,Zynfinity  Beyond,No Division,74.48,9,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,94.78
423.l.219013.t.5,Champs Chosen Ones,No Division,123.64,9,2023,423.l.219013.t.8,BoneZone,No Division,110.22
423.l.219013.t.8,BoneZone,No Division,110.22,9,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,123.64
423.l.219013.t.7,Sharknadoes,No Division,91.32,9,2023,423.l.219013.t.9,Luke Menoots,No Division,103.74
423.l.219013.t.9,Luke Menoots,No Division,103.74,9,2023,423.l.219013.t.7,Sharknadoes,No Division,91.32
423.l.219013.t.1,P01135809,No Division,99.34,10,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,95.48
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,95.48,10,2023,423.l.219013.t.1,P01135809,No Division,99.34
423.l.219013.t.2,PAC 4 Playboys,No Division,125.02,10,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,112.08
423.l.219013.t.10,Zynfinity  Beyond,No Division,112.08,10,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,125.02
423.l.219013.t.3,Rocket Man,No Division,135.8,10,2023,423.l.219013.t.9,Luke Menoots,No Division,124.02
423.l.219013.t.9,Luke Menoots,No Division,124.02,10,2023,423.l.219013.t.3,Rocket Man,No Division,135.8
423.l.219013.t.5,Champs Chosen Ones,No Division,84.24,10,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,102.2
423.l.219013.t.6,Diggs in a Blanket,No Division,102.2,10,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,84.24
423.l.219013.t.7,Sharknadoes,No Division,136.26,10,2023,423.l.219013.t.8,BoneZone,No Division,114.38
423.l.219013.t.8,BoneZone,No Division,114.38,10,2023,423.l.219013.t.7,Sharknadoes,No Division,136.26
423.l.219013.t.1,P01135809,No Division,113.74,11,2023,423.l.219013.t.7,Sharknadoes,No Division,122.32
423.l.219013.t.7,Sharknadoes,No Division,122.32,11,2023,423.l.219013.t.1,P01135809,No Division,113.74
423.l.219013.t.2,PAC 4 Playboys,No Division,100.46,11,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,102.0
423.l.219013.t.6,Diggs in a Blanket,No Division,102.0,11,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,100.46
423.l.219013.t.3,Rocket Man,No Division,86.9,11,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,88.3
423.l.219013.t.5,Champs Chosen Ones,No Division,88.3,11,2023,423.l.219013.t.3,Rocket Man,No Division,86.9
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,76.04,11,2023,423.l.219013.t.9,Luke Menoots,No Division,111.06
423.l.219013.t.9,Luke Menoots,No Division,111.06,11,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,76.04
423.l.219013.t.8,BoneZone,No Division,93.3,11,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,95.96
423.l.219013.t.10,Zynfinity  Beyond,No Division,95.96,11,2023,423.l.219013.t.8,BoneZone,No Division,93.3
423.l.219013.t.1,P01135809,No Division,69.94,12,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,115.66
423.l.219013.t.6,Diggs in a Blanket,No Division,115.66,12,2023,423.l.219013.t.1,P01135809,No Division,69.94
423.l.219013.t.2,PAC 4 Playboys,No Division,125.54,12,2023,423.l.219013.t.9,Luke Menoots,No Division,131.6
423.l.219013.t.9,Luke Menoots,No Division,131.6,12,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,125.54
423.l.219013.t.3,Rocket Man,No Division,101.94,12,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,100.94
423.l.219013.t.10,Zynfinity  Beyond,No Division,100.94,12,2023,423.l.219013.t.3,Rocket Man,No Division,101.94
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,124.56,12,2023,423.l.219013.t.8,BoneZone,No Division,138.82
423.l.219013.t.8,BoneZone,No Division,138.82,12,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,124.56
423.l.219013.t.5,Champs Chosen Ones,No Division,131.24,12,2023,423.l.219013.t.7,Sharknadoes,No Division,131.4
423.l.219013.t.7,Sharknadoes,No Division,131.4,12,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,131.24
423.l.219013.t.1,P01135809,No Division,87.92,13,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,128.74
423.l.219013.t.10,Zynfinity  Beyond,No Division,128.74,13,2023,423.l.219013.t.1,P01135809,No Division,87.92
423.l.219013.t.2,PAC 4 Playboys,No Division,106.48,13,2023,423.l.219013.t.8,BoneZone,No Division,126.48
423.l.219013.t.8,BoneZone,No Division,126.48,13,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,106.48
423.l.219013.t.3,Rocket Man,No Division,92.24,13,2023,423.l.219013.t.7,Sharknadoes,No Division,113.34
423.l.219013.t.7,Sharknadoes,No Division,113.34,13,2023,423.l.219013.t.3,Rocket Man,No Division,92.24
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,140.0,13,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,92.54
423.l.219013.t.5,Champs Chosen Ones,No Division,92.54,13,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,140.0
423.l.219013.t.6,Diggs in a Blanket,No Division,88.52,13,2023,423.l.219013.t.9,Luke Menoots,No Division,129.24
423.l.219013.t.9,Luke Menoots,No Division,129.24,13,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,88.52
423.l.219013.t.1,P01135809,No Division,100.54,14,2023,423.l.219013.t.3,Rocket Man,No Division,79.78
423.l.219013.t.3,Rocket Man,No Division,79.78,14,2023,423.l.219013.t.1,P01135809,No Division,100.54
423.l.219013.t.2,PAC 4 Playboys,No Division,104.64,14,2023,423.l.219013.t.7,Sharknadoes,No Division,92.7
423.l.219013.t.7,Sharknadoes,No Division,92.7,14,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,104.64
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,69.4,14,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,112.34
423.l.219013.t.6,Diggs in a Blanket,No Division,112.34,14,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,69.4
423.l.219013.t.5,Champs Chosen Ones,No Division,78.36,14,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,88.5
423.l.219013.t.10,Zynfinity  Beyond,No Division,88.5,14,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,78.36
423.l.219013.t.8,BoneZone,No Division,132.26,14,2023,423.l.219013.t.9,Luke Menoots,No Division,120.0
423.l.219013.t.9,Luke Menoots,No Division,120.0,14,2023,423.l.219013.t.8,BoneZone,No Division,132.26
423.l.219013.t.2,PAC 4 Playboys,No Division,98.86,15,2023,423.l.219013.t.9,Luke Menoots,No Division,153.98
423.l.219013.t.9,Luke Menoots,No Division,153.98,15,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,98.86
423.l.219013.t.5,Champs Chosen Ones,No Division,74.14,15,2023,423.l.219013.t.8,BoneZone,No Division,122.14
423.l.219013.t.8,BoneZone,No Division,122.14,15,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,74.14
423.l.219013.t.1,P01135809,No Division,98.36,16,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,86.68
423.l.219013.t.10,Zynfinity  Beyond,No Division,86.68,16,2023,423.l.219013.t.1,P01135809,No Division,98.36
423.l.219013.t.2,PAC 4 Playboys,No Division,89.98,16,2023,423.l.219013.t.5,Champs Chosen Ones,No Division,99.92
423.l.219013.t.5,Champs Chosen Ones,No Division,99.92,16,2023,423.l.219013.t.2,PAC 4 Playboys,No Division,89.98
423.l.219013.t.3,Rocket Man,No Division,95.48,16,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,106.58
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,106.58,16,2023,423.l.219013.t.3,Rocket Man,No Division,95.48
423.l.219013.t.6,Diggs in a Blanket,No Division,80.58,16,2023,423.l.219013.t.9,Luke Menoots,No Division,130.14
423.l.219013.t.9,Luke Menoots,No Division,130.14,16,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,80.58
423.l.219013.t.7,Sharknadoes,No Division,118.0,16,2023,423.l.219013.t.8,BoneZone,No Division,100.82
423.l.219013.t.8,BoneZone,No Division,100.82,16,2023,423.l.219013.t.7,Sharknadoes,No Division,118.0
423.l.219013.t.1,P01135809,No Division,119.66,17,2023,423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,110.1
423.l.219013.t.4,SHIT CUNT BULLSHIT,No Division,110.1,17,2023,423.l.219013.t.1,P01135809,No Division,119.66
423.l.219013.t.3,Rocket Man,No Division,59.3,17,2023,423.l.219013.t.10,Zynfinity  Beyond,No Division,104.2
423.l.219013.t.10,Zynfinity  Beyond,No Division,104.2,17,2023,423.l.219013.t.3,Rocket Man,No Division,59.3
423.l.219013.t.6,Diggs in a Blanket,No Division,87.62,17,2023,423.l.219013.t.8,BoneZone,No Division,110.58
423.l.219013.t.8,BoneZone,No Division,110.58,17,2023,423.l.219013.t.6,Diggs in a Blanket,No Division,87.62
423.l.219013.t.7,Sharknadoes,No Division,134.46,17,2023,423.l.219013.t.9,Luke Menoots,No Division,101.66
423.l.219013.t.9,Luke Menoots,No Division,101.66,17,2023,423.l.219013.t.7,Sharknadoes,No Division,134.46
